1	1.0000000e+00	1.0000000e+00	0.0000000e+00
2	1.5000000e+00	1.5000000e+00	0.0000000e+00
3	1.8333334e+00	1.8333334e+00	0.0000000e+00
4	2.0833335e+00	2.0833333e+00	1.1444092e-07
5	2.2833335e+00	2.2833333e+00	1.0441690e-07
6	2.4500003e+00	2.4500000e+00	9.7313702e-08
7	2.5928574e+00	2.5928571e+00	9.1952067e-08
8	2.7178574e+00	2.7178571e+00	8.7723002e-08
9	2.8289685e+00	2.8289683e+00	8.4277573e-08
10	2.9289684e+00	2.9289684e+00	0.0000000e+00
11	3.0198774e+00	3.0198774e+00	0.0000000e+00
12	3.1032107e+00	3.1032109e+00	7.6829643e-08
13	3.1801338e+00	3.1801338e+00	0.0000000e+00
14	3.2515624e+00	3.2515624e+00	0.0000000e+00
15	3.3182290e+00	3.3182292e+00	7.1851147e-08
16	3.3807290e+00	3.3807292e+00	7.0522823e-08
17	3.4395525e+00	3.4395525e+00	0.0000000e+00
18	3.4951081e+00	3.4951081e+00	0.0000000e+00
19	3.5477397e+00	3.5477397e+00	0.0000000e+00
20	3.5977397e+00	3.5977397e+00	0.0000000e+00
21	3.6453588e+00	3.6453588e+00	0.0000000e+00
22	3.6908133e+00	3.6908133e+00	0.0000000e+00
23	3.7342916e+00	3.7342916e+00	0.0000000e+00
24	3.7759583e+00	3.7759583e+00	0.0000000e+00
25	3.8159583e+00	3.8159583e+00	0.0000000e+00
26	3.8544197e+00	3.8544197e+00	0.0000000e+00
27	3.8914568e+00	3.8914568e+00	0.0000000e+00
28	3.9271712e+00	3.9271710e+00	6.0710008e-08
29	3.9616539e+00	3.9616539e+00	0.0000000e+00
30	3.9949872e+00	3.9949872e+00	0.0000000e+00
31	4.0272455e+00	4.0272455e+00	0.0000000e+00
32	4.0584955e+00	4.0584955e+00	0.0000000e+00
33	4.0887985e+00	4.0887985e+00	0.0000000e+00
34	4.1182103e+00	4.1182098e+00	1.1578749e-07
35	4.1467819e+00	4.1467814e+00	1.1498970e-07
36	4.1745596e+00	4.1745596e+00	0.0000000e+00
37	4.2015867e+00	4.2015862e+00	1.1348980e-07
38	4.2279024e+00	4.2279024e+00	0.0000000e+00
39	4.2535434e+00	4.2535429e+00	1.1210353e-07
40	4.2785435e+00	4.2785435e+00	0.0000000e+00
41	4.3029337e+00	4.3029337e+00	0.0000000e+00
42	4.3267431e+00	4.3267431e+00	0.0000000e+00
43	4.3499990e+00	4.3499990e+00	0.0000000e+00
44	4.3727264e+00	4.3727264e+00	0.0000000e+00
45	4.3949485e+00	4.3949485e+00	0.0000000e+00
46	4.4166875e+00	4.4166875e+00	0.0000000e+00
47	4.4379640e+00	4.4379644e+00	1.0744502e-07
48	4.4587975e+00	4.4587975e+00	0.0000000e+00
49	4.4792056e+00	4.4792061e+00	1.0645573e-07
50	4.4992056e+00	4.4992056e+00	0.0000000e+00
51	4.5188136e+00	4.5188136e+00	0.0000000e+00
52	4.5380445e+00	4.5380445e+00	0.0000000e+00
53	4.5569124e+00	4.5569124e+00	0.0000000e+00
